size,html_len,number_of_links,number_of_buttons,number_of_inputs,number_of_ul,number_of_ol,number_of_lists,number_of_h1,number_of_h2,total_h1_len,total_h2_len,avg_h1_len,avg_h2_len,number_of_images,number_of_tags,number_of_unique_tags,textdata
139995,46640,149,3,11,2,0,2,1,1,70,8,70.0,8.0,65,639,30,trump claims his attacks on nfl players have ‘nothing to do with race’ comments
145029,48318,151,3,11,2,0,2,1,1,74,8,74.0,8.0,64,645,30,lsu tigers shocking homecoming gag job against troy shows team in freefall comments
152082,50669,154,3,11,2,0,2,1,1,50,8,50.0,8.0,65,688,32,acc announces game times networks for october 14 comments
140010,46645,149,3,11,2,0,2,1,1,60,8,60.0,8.0,65,639,30,trump exploits pat tillmans death to promote his nfl stance comments
144630,48185,153,3,11,2,0,2,1,1,39,8,39.0,8.0,65,650,30,save the children – af branco cartoon comments
160623,53516,166,3,11,2,0,2,1,1,79,8,79.0,8.0,64,688,32,hypocrite pittsburgh steelers coach hosted big fundraiser for hillary last year comments
139809,46578,149,3,11,2,0,2,1,1,54,8,54.0,8.0,65,639,30,prankster arrested after crashing theresa mays speech comments
1317,422,0,0,0,0,0,0,1,0,19,0,19.0,0.0,0,10,8,error 403 forbidden
144852,48259,151,3,11,2,0,2,1,1,58,8,58.0,8.0,64,645,30,british tennis player dan evans tests positive for cocaine comments
168279,56068,164,3,11,2,0,2,1,1,47,8,47.0,8.0,70,713,32,a problem for the wild card game sanchez comments
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
139842,46589,149,3,11,2,0,2,1,1,51,8,51.0,8.0,65,639,30,delusional trump thinks he invented the term ‘fake’ comments
144330,48085,151,3,11,2,0,2,1,1,53,8,53.0,8.0,65,650,30,philip k dickâs electric dreams official trailer comments
139896,46607,149,3,11,2,0,2,1,1,70,8,70.0,8.0,65,639,30,paul ryan is the last person to blame mass shootings on mental illness comments
153714,51213,156,3,11,3,0,3,1,1,62,8,62.0,8.0,67,667,31,week 4 prediction article â oakland raiders denver broncos comments
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
72680,36303,40,0,5,2,0,2,2,1,48,29,24.0,29.0,13,280,30,coopers adorable tricks go viral cooper is an adorable three month old shih tzu puppy who has been making everyone across the internet say awwwwwww cooper’s adorable tricks go viral post navigation subscribe to our mailing list
170649,56858,156,3,13,7,0,7,1,1,86,8,86.0,8.0,72,718,34,106 hbd eddie tom gene jeff joel radhames chiefs triples 20 for smiley more comments
139680,46535,149,3,11,2,0,2,1,1,70,8,70.0,8.0,65,639,30,king salman’s favorite golden escalator betrays him on visit to moscow comments
1317,422,0,0,0,0,0,0,1,0,19,0,19.0,0.0,0,10,8,error 403 forbidden
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
139515,46480,149,3,11,2,0,2,1,1,61,8,61.0,8.0,65,639,30,madagascar plague kills 20 amid unusually rapid rise in cases comments
163116,54347,151,3,11,6,0,6,1,1,114,8,114.0,8.0,67,671,32,104 expo parkforbes field era 08 to the wire hbd jim red joe billy 103 wins in 02 running into trouble comments
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
154674,51533,150,3,11,5,0,5,1,1,114,8,114.0,8.0,66,668,32,929 from the 50s forward hbd ken teke takes two alou 2 browns 6inarow cutch walks it off giants finale comments
167688,55871,148,3,11,2,0,2,1,1,95,8,95.0,8.0,65,677,32,10 important stories from 092717 box scores bogaerts leads off marte’s strong finish more comments
165237,55054,152,3,11,3,1,4,1,1,45,8,45.0,8.0,65,727,33,week 5 rankings 2017 top 50 wide receivers comments
159549,53158,151,3,11,6,0,6,1,1,74,8,74.0,8.0,67,682,32,107 postseason bad day at the shop0for3 in ws 1for5 in playoffs comments
144345,48090,150,3,11,2,0,2,1,1,37,8,37.0,8.0,64,668,31,ravens raiders – fridaygame status comments
79222,39574,45,0,5,2,0,2,2,1,88,29,44.0,29.0,13,300,30,new federally funded work program has starbucks serving lattes to inmates for those of us that like to drink starbucks we know those coffees at 6 bucks a new federally funded work program has starbucks serving lattes to inmates post navigation subscribe to our mailing list
170088,56671,158,3,13,3,0,3,1,2,80,51,80.0,25.5,71,728,34,las vegas multiple gunmen seen from hotel guest next door across the way video emigrate while you still can learn more comments
1317,422,0,0,0,0,0,0,1,0,19,0,19.0,0.0,0,10,8,error 403 forbidden
139902,46609,149,3,11,2,0,2,1,1,70,8,70.0,8.0,65,639,30,neonazi dennis mothersbaugh proudly wears ‘god guns trump’ tshirt comments
147204,49043,155,3,11,3,0,3,1,1,53,8,53.0,8.0,70,687,30,2017 fantasy football quarterback rankings â week 5 comments
199098,66341,165,3,11,2,0,2,1,1,62,8,62.0,8.0,80,705,32,passing game film review â good mccown â week 3 dolphins comments
140088,46671,149,3,11,2,0,2,1,1,66,8,66.0,8.0,65,639,30,‘free dylann roof — i hate n’ graffiti found at u of michigan comments
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
142854,47593,152,3,11,2,0,2,1,1,61,8,61.0,8.0,64,646,30,president donald trump’s schedule for sunday october 8 2017 comments
203973,67966,182,3,33,7,0,7,1,1,44,8,44.0,8.0,120,881,32,police pedophile hugh hefner was murdered comments
144546,48157,151,3,11,2,0,2,1,1,61,8,61.0,8.0,64,645,30,president donald trump’s schedule for monday october 2 2017 comments
181428,60451,171,3,11,2,0,2,1,1,29,8,29.0,8.0,64,729,33,another teamwide poor effort comments
139755,46560,149,3,11,2,0,2,1,1,70,8,70.0,8.0,65,639,30,aung san suu kyi stripped of oxford honor amid ethnic cleansing claims comments
139815,46580,149,3,11,2,0,2,1,1,64,8,64.0,8.0,65,639,30,trump responds to puerto rico’s plea for help with a golf trophy comments
152868,50931,151,3,11,2,0,2,1,1,13,8,13.0,8.0,64,666,31,come together comments
140172,46699,149,3,11,2,0,2,1,1,59,8,59.0,8.0,65,639,30,after alleged moron remark tillerson strokes trumps ego comments
162669,54198,166,3,11,2,0,2,1,1,70,8,70.0,8.0,64,686,32,elway or the highway entire broncos team to stand for national anthem comments
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
140067,46664,149,3,11,2,0,2,1,1,68,8,68.0,8.0,65,639,30,trump adviser thinks americans can buy a new car with 1000 tax cut comments
145392,48439,152,3,11,2,0,2,1,1,58,8,58.0,8.0,64,646,30,espn host jemele hill demands boycott of cowboys’ sponsors comments
152505,50810,154,3,11,2,0,2,1,1,48,8,48.0,8.0,70,690,31,2017 get âem or donât sweat âem â week 5 comments
139902,46609,149,3,11,2,0,2,1,1,70,8,70.0,8.0,65,639,30,stephen paddock is a terrorist so why is media scared to call him one comments
152127,50684,154,3,11,2,0,2,1,1,58,8,58.0,8.0,65,658,33,acc network headed to bristol and other acc network notes comments
142437,47454,150,3,11,2,0,2,1,1,21,8,21.0,8.0,64,649,30,nfl marketing machine comments
165375,55100,151,3,11,2,0,2,1,2,78,88,78.0,44.0,64,732,32,the shocking carol woods coverup police alter records archive 11 sept 2017 the shocking carol woods coverup police alter records â 11 sept 17 archive comments
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
139839,46588,149,3,11,2,0,2,1,1,70,8,70.0,8.0,65,639,30,republican wants women to be ‘traditional homemakers and family wives’ comments
139575,46500,149,3,11,2,0,2,1,1,65,8,65.0,8.0,65,639,30,trump is so busy bashing nfl he forgot to hire a science adviser comments
144378,48101,156,3,11,2,0,2,1,1,101,8,101.0,8.0,67,649,30,do you still support the steelers following sundayâs pregame actions regarding the national anthem comments
139782,46569,149,3,11,2,0,2,1,1,61,8,61.0,8.0,65,639,30,university under fire for excluding women from feminism panel comments
175086,58337,160,3,11,2,0,2,1,1,36,8,36.0,8.0,69,749,33,twominute drill just keep swimming comments
137712,45879,147,3,11,2,0,2,1,1,53,8,53.0,8.0,64,633,30,you wont believe what california wants to do nowâ¦ comments
139761,46562,149,3,11,2,0,2,1,1,68,8,68.0,8.0,65,639,30,drug enforcement chief resigns after trump’s police violence remarks comments
142062,47329,150,3,11,2,0,2,1,1,31,8,31.0,8.0,64,652,31,ravens vs steelers – wednesday comments
144369,48098,150,3,11,2,0,2,1,1,13,8,13.0,8.0,65,664,30,three minutes comments
155763,51896,154,3,11,2,0,2,1,2,84,51,84.0,25.5,65,673,33,new orleans saints coach gives antigun sermon as politics continue pollution of nfl emigrate while you still can learn more comments
152595,50840,150,3,11,3,0,3,1,1,59,8,59.0,8.0,66,669,32,jbell ties it late but nats rally to walk it off a 54 win comments
137796,45907,147,3,11,2,0,2,1,1,55,8,55.0,8.0,64,633,30,and globalist exposed steve quayle and alex jones comments
139920,46615,149,3,11,2,0,2,1,1,59,8,59.0,8.0,65,639,30,trump on gun violence ‘we’re not going to talk about that’ comments
140052,46659,149,3,11,2,0,2,1,1,69,8,69.0,8.0,65,639,30,julia louisdreyfus backs universal health care in breast cancer post comments
143493,47806,152,3,11,2,0,2,1,1,76,8,76.0,8.0,64,646,30,vice president pence second lady hold tax reform event monday live stream comments
146991,48972,149,3,11,2,1,3,1,1,47,8,47.0,8.0,65,645,32,chicago blackhawks defeat the salary cap menace comments
154209,51378,150,3,11,5,0,5,1,1,68,8,68.0,8.0,66,661,32,103 expo parkforbes field era pirates grays ws win game stories comments
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
139971,46632,149,3,11,2,0,2,1,1,66,8,66.0,8.0,65,639,30,teacher told students they were ‘too darkskinned’ to play lincoln comments
167838,55921,152,3,11,7,0,7,1,1,92,8,92.0,8.0,68,695,32,109 hbd bob moosecricket starling six more rip tiger moose danny hired hans title comments
160470,53465,151,3,11,2,0,2,1,1,75,8,75.0,8.0,65,718,33,ranking the power 5 football conferences after week 5 with playoff analysis comments
85008,42467,54,0,5,2,0,2,2,1,52,29,26.0,29.0,27,323,29,signs that humanity is getting dumber post navigation subscribe to our mailing list
145134,48353,153,3,11,2,0,2,1,1,66,8,66.0,8.0,66,653,31,gatekeeper invades the 312 podcastto preview the blackhawks season comments
139770,46565,149,3,11,2,0,2,1,1,60,8,60.0,8.0,65,639,30,japanese journalist died after working 159 hours of overtime comments
152085,50670,154,3,11,2,0,2,1,1,50,8,50.0,8.0,65,688,32,acc announces game times networks for october 14 comments
156963,52296,153,3,11,2,0,2,1,1,32,8,32.0,8.0,64,661,30,joe flacco goes on the defensive comments
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
155025,51650,150,3,11,5,0,5,1,1,110,8,110.0,8.0,66,666,32,105 expo parkforbes field bucs win 60 opener lose 27 puds 300 hbd claude felix sarge grays win ws comments
146184,48703,154,3,11,2,0,2,1,1,56,8,56.0,8.0,68,657,31,report jets sign running backreturn man travaris cadet comments
73618,36772,42,0,5,2,0,2,2,1,75,29,37.5,29.0,13,290,30,amazing watch these men walk on a frozen crystal clear lake these two men captured some amazing footage as they walked across what looks like glass amazing watch these men walk on a frozen crystal clear lake post navigation subscribe to our mailing list
147888,49271,156,3,11,2,0,2,1,1,61,8,61.0,8.0,68,660,32,jets add familiar face to practice squad in lb freddie bishop comments
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
139695,46540,149,3,11,2,0,2,1,1,45,8,45.0,8.0,65,639,30,after las vegas mass shooting gun sales soar comments
155379,51768,152,3,11,2,0,2,1,1,30,8,30.0,8.0,64,682,33,ol grades notes vs steelers comments
143127,47684,151,3,11,2,0,2,1,1,47,8,47.0,8.0,64,649,30,trump tax reform pushed to january or february comments
149790,49905,161,3,11,3,0,3,1,1,48,8,48.0,8.0,70,694,30,2017 fantasy football kicker rankings â week 5 comments
139791,46572,149,3,11,2,0,2,1,1,48,8,48.0,8.0,65,639,30,judge awards alleged rapist with parental rights comments
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
153018,50981,150,3,11,5,0,5,1,1,85,8,85.0,8.0,66,666,32,105 trspnc park bucs win in 71 79 lose four playoffs dang reds tracy fired comments
161628,53851,151,3,11,5,0,5,1,1,92,8,92.0,8.0,65,736,32,thursday night start ‘em or sit ‘em week 4 randall cobb jordan howard tarik cohen more comments
278649,92858,154,3,11,2,0,2,1,1,49,8,49.0,8.0,64,768,30,full text new travel restrictions issued 92417 comments
145809,48578,152,3,11,2,0,2,1,1,82,8,82.0,8.0,64,646,30,chicago cubs relievers choke away all but certain win as nationals tie nlds at 11 comments
1317,422,0,0,0,0,0,0,1,0,19,0,19.0,0.0,0,10,8,error 403 forbidden
147204,49043,155,3,11,3,0,3,1,1,53,8,53.0,8.0,70,687,30,2017 fantasy football quarterback rankings â week 5 comments
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
139581,46502,149,3,11,2,0,2,1,1,66,8,66.0,8.0,65,639,30,snl michael che calls trump “you btch” over puerto rico response comments
160002,53309,159,3,11,2,0,2,1,1,115,8,115.0,8.0,65,710,38,podcast â hokiesmashasd talkinaccsports review week 3 preview week 4 in acc football with ahammsportsgeek comments
139410,46445,149,3,11,2,0,2,1,1,59,8,59.0,8.0,65,639,30,video shows utah cop fatally shooting black man from behind comments
139686,46537,149,3,11,2,0,2,1,1,65,8,65.0,8.0,65,639,30,miami dolphins coach caught snorting a white substance on camera comments
140451,46792,149,3,11,2,0,2,1,1,61,8,61.0,8.0,65,639,30,focus of investigation turns to las vegas gunmans girlfriend comments
140037,46654,149,3,11,2,0,2,1,1,60,8,60.0,8.0,65,639,30,racist teacher to student go back where you speak spanish comments
139770,46565,149,3,11,2,0,2,1,1,60,8,60.0,8.0,65,639,30,japanese journalist died after working 159 hours of overtime comments
151776,50567,163,3,11,3,0,3,1,1,45,8,45.0,8.0,70,705,30,2017 fantasy football idp rankings â week 4 comments
201870,67265,179,3,31,6,0,6,1,1,68,8,68.0,8.0,117,861,32,trump is preparing to kill kim jongun oh my god breaking news tv comments
165597,55174,158,3,11,2,0,2,1,1,16,8,16.0,8.0,65,683,33,nfl picks week 5 comments
1314,421,0,0,0,0,0,0,1,0,19,0,19.0,0.0,0,10,8,error 403 forbidden
155892,51939,150,3,11,5,0,5,1,1,63,8,63.0,8.0,66,666,32,106 postseason ws beat bostonlose two to ny playoff split comments
146874,48933,156,3,11,2,0,2,1,1,79,8,79.0,8.0,69,659,31,check out julio jonesâ awesome footwear for sundayâs game against the bills comments
234303,78076,196,3,43,8,0,8,1,1,82,8,82.0,8.0,146,978,32,hey you guys i found a dude who got actual video of the 3rd shooter in las vegas comments
140001,46642,149,3,11,2,0,2,1,1,70,8,70.0,8.0,65,639,30,fema website mysteriously scrubs statistics on puerto rico’s resources comments
139449,46458,149,3,11,2,0,2,1,1,64,8,64.0,8.0,65,639,30,air france a380 with engine damage makes emergency landing video comments
156042,51989,157,3,11,5,0,5,1,1,70,8,70.0,8.0,69,675,32,jetnation tuesday tidbits jets maye have something with safety tandem comments
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
159159,53028,151,3,11,6,0,6,1,1,70,8,70.0,8.0,67,679,32,926 trspnc era frankie 200 hbd daniel smokin bats game stories comments
148605,49510,150,3,11,3,0,3,1,1,67,8,67.0,8.0,65,671,32,bounce back or bust will albert pujols be a viable option in 2018 comments
436389,145438,302,3,107,23,0,23,1,1,124,8,124.0,8.0,307,1674,32,very graphic the critical unseen bloody shooting aftermath video they are wiping from social media shot victims up close comments
184923,61616,173,3,11,2,0,2,1,1,22,8,22.0,8.0,67,701,33,ravens lay another egg comments
144984,48303,151,3,11,2,0,2,1,1,61,8,61.0,8.0,64,645,30,pols and celebs now blame trump for puerto rico and las vegas comments
220758,73561,174,3,7,2,0,2,1,0,61,0,61.0,0.0,51,819,30,paddock was fbi agent supplying guns to isis lvmpd source
142899,47608,149,3,11,2,0,2,1,1,12,8,12.0,8.0,64,643,30,hangover win comments
161613,53846,151,3,11,6,0,6,1,1,110,8,110.0,8.0,67,682,32,926 expo parkforbes field era hbd bob joe bobby steve brian larry let go leftys nono game stories comments
139794,46573,149,3,11,2,0,2,1,1,66,8,66.0,8.0,65,639,30,dems call for action against guns not just ‘thoughts and prayers’ comments
165849,55258,151,3,11,6,0,6,1,1,92,8,92.0,8.0,67,684,32,930 trspnc era 3000 for roberto 79 clincher hbd bryan cover boy scoops game stories comments
162183,54036,148,3,11,2,0,2,1,1,88,8,88.0,8.0,65,673,32,10 important stories from 100117 box scores snell dominates gonzalez stumbles more comments
167142,55689,171,3,13,3,0,3,1,1,86,8,86.0,8.0,70,707,36,the vegas plot thickens the connection between the shooter and an intelligence agency comments
1317,422,0,0,0,0,0,0,1,0,19,0,19.0,0.0,0,10,8,error 403 forbidden
139647,46524,149,3,11,2,0,2,1,1,47,8,47.0,8.0,65,639,30,where is president trump’s sense of compassion comments
148962,49629,161,3,11,3,0,3,1,1,54,8,54.0,8.0,70,691,30,2017 fantasy football team defense rankings â week 4 comments
146892,48939,154,3,11,2,0,2,1,1,39,8,39.0,8.0,68,655,31,bowles powell to undergo tests on calf comments
194787,64904,177,3,11,2,0,2,1,1,33,8,33.0,8.0,67,715,32,getting it done in the black hole comments
158856,52927,156,3,11,2,0,2,1,1,86,8,86.0,8.0,70,683,30,college football mel kiper and todd mcshayâs list of most exciting players to watch comments
140511,46812,149,3,11,2,0,2,1,1,67,8,67.0,8.0,65,639,30,trump throws mattis under the bus will decertify iran nuclear deal comments
139956,46627,149,3,11,2,0,2,1,1,60,8,60.0,8.0,65,639,30,monopoly man trolling equifax’s ceo’s hearing stole the show comments
1317,422,0,0,0,0,0,0,1,0,19,0,19.0,0.0,0,10,8,error 403 forbidden
73096,36511,42,0,5,2,0,2,2,1,70,29,35.0,29.0,13,285,30,how far would you go for your dying child this mom broke the law for her kid – what would you do post navigation subscribe to our mailing list
144345,48090,150,3,11,2,0,2,1,1,37,8,37.0,8.0,64,668,31,ravens raiders – fridaygame status comments
78054,38990,44,0,5,2,0,2,2,1,93,29,46.5,29.0,13,299,31,an elderly pandhandler gets busted driving a 2013 fiat yes after slumming it on the streets she got into her new car watch the video at daily buzz see what happens when a 78yearold panhandler gets busted driving a 2013 fiat post navigation subscribe to our mailing list
144093,48006,150,3,11,2,0,2,1,1,40,8,40.0,8.0,64,666,31,ravens vs steelers – fridaygame status comments
144909,48278,151,3,11,2,0,2,1,1,62,8,62.0,8.0,64,645,30,hurricane nate likely to hit near biloxi as category two storm comments
146559,48828,150,3,11,2,0,2,1,1,36,8,36.0,8.0,65,650,30,the curious case of lichfield ladies comments
153162,51029,148,3,11,2,0,2,1,1,59,8,59.0,8.0,65,638,30,chicago bears secondary comes up big in win over pittsburgh comments
